Mthly_HH_Income,Mthly_HH_Expense,No_of_Fly_Members,Emi_or_Rent_Amt,Annual_HH_Income,Highest_Qualified_Member,No_of_Earning_Members
143681.13929284716,45304.67022034422,6,19353.93801678154,1724173.671514166,Post-Graduate,4
113305.56833740759,73989.17123095704,6,48191.11377411755,1359666.820048891,Illiterate,3
87609.5673515961,30975.949577447092,4,12429.012885747105,1051314.8082191532,Graduate,0
95640.90447280931,31021.490142217077,1,6690.186813974436,1147690.853673712,Post-Graduate,1
68744.00873989059,60312.59360823113,10,20929.031081196765,824928.1048786871,Under-Graduate,2
44682.338530162044,38916.34556673554,8,39516.886793007405,536188.0623619445,Illiterate,1
59836.17501117662,21845.361720498648,2,29107.411488998612,718034.1001341195,Professional,0
116098.45546501168,38932.963709952004,1,34048.74136191222,1393181.4655801402,Graduate,1
12015.088408165822,15564.27652848499,2,9484.742408733859,144181.06089798987,Illiterate,1
26250.169670968273,18229.02398796675,1,30947.409650386075,315002.0360516193,Professional,0
16440.369883045387,42377.58295546098,1,16175.019745573687,197284.43859654464,Professional,0
15702.032324655818,36419.40871284109,9,41715.168297738375,188424.38789586982,Post-Graduate,0
129764.48176154101,73613.4425801075,1,31464.940300536808,1557173.7811384923,Post-Graduate,0
108512.10031320331,32179.542433747483,4,9942.813888764795,1302145.2037584397,Post-Graduate,0
76384.33607222553,48544.12627085326,10,3230.8339922043074,916612.0328667064,Illiterate,1
23696.782491140206,52419.82159396478,6,2131.6604643516366,284361.38989368244,Illiterate,1
78826.22251635653,5982.084244125022,7,18570.428382507038,945914.6701962784,Graduate,1
76286.0479092792,54765.30290125329,2,13292.556832715674,915432.5749113504,Post-Graduate,0
34248.26178740212,18352.697515231357,6,32304.506173125403,410979.1414488255,Professional,2
70739.23089331623,77080.27381020914,7,24966.691748930913,848870.7707197948,Under-Graduate,3
65790.66281563228,16149.704581483471,10,13300.963900269036,789487.9537875874,Graduate,4
96219.0137273103,36096.80927952678,10,7461.888897508806,1154628.1647277237,Illiterate,3
98913.11112147014,11401.22510589829,2,6359.988134372479,1186957.3334576418,Graduate,0
16342.561368086233,79765.56888844605,2,43233.019607020884,196110.73641703482,Graduate,1
62445.76604770597,42664.625774843196,10,12173.898420243362,749349.1925724717,Graduate,4
97620.38819999309,49653.876299003285,7,32585.532395548416,1171444.6583999172,Graduate,3
80439.07620121227,10030.735804132062,1,40534.296399313316,965268.9144145473,Under-Graduate,0
129908.57776636512,61247.03527993833,8,30704.065559236806,1558902.9331963814,Post-Graduate,4
102217.1084266523,20742.91948216893,3,42978.26158234729,1226605.3011198277,Professional,0
32810.81979140016,72354.07170805353,6,19619.686076423724,393729.83749680186,Graduate,1
19879.62463606018,20385.473036150535,9,47811.109532447415,238555.49563272216,Graduate,2
99938.69894888418,19301.57904977499,6,6657.250208904847,1199264.3873866103,Graduate,2
13711.583475827054,7741.225088607116,9,5107.476482876905,164539.00170992466,Post-Graduate,2
92008.58137828486,40405.02088324994,7,32934.60731037218,1104102.9765394183,Illiterate,1
141632.23379949408,47363.08499469623,9,47141.55707066309,1699586.8055939288,Illiterate,3
90566.38490262306,9928.147957126428,2,40444.17308181641,1086796.6188314767,Under-Graduate,2
64343.789668913065,63164.571252125796,8,3820.8429719025717,772125.4760269568,Illiterate,1
100060.35058192945,38996.66260610207,8,13968.385696735819,1200724.2069831535,Graduate,3
74155.40466881232,44329.270199568506,2,46515.944241891186,889864.8560257478,Graduate,0
86386.3505042309,38057.20602036711,4,12652.921640039227,1036636.2060507708,Graduate,1
141805.07322871353,35057.22956564945,7,39058.521189345964,1701660.8787445624,Under-Graduate,3
64054.36929210839,46973.02484811634,4,41256.60979643519,768652.4315053007,Graduate,1
144566.678935348,16643.018444803438,4,24772.60517304909,1734800.147224176,Illiterate,3
136749.08987384892,18644.609787145335,6,19317.445492415776,1640989.078486187,Post-Graduate,4
37410.7588705015,69633.92157601379,10,22506.22162098798,448929.106446018,Post-Graduate,0
19710.582122523163,75958.65966002246,6,11348.234718268208,236526.98547027796,Professional,1
24108.92019283973,32998.19872098147,10,44469.54580644221,289307.0423140768,Illiterate,1
12551.055591216962,25305.850485766532,3,22530.982836487896,150612.66709460353,Graduate,2
23222.014505829975,53299.96574292618,9,44122.97202280499,278664.17406995967,Post-Graduate,0
105620.94827828996,35655.06283235723,10,5284.673995313705,1267451.3793394794,Illiterate,1
19966.41078443206,6903.976674525865,2,49413.763550006566,239596.92941318473,Post-Graduate,0
54656.588241126585,16711.444802464277,6,22163.654372180914,655879.058893519,Graduate,2
128282.54353572364,58697.91716355481,7,2391.5410197052734,1539390.5224286837,Post-Graduate,3
13258.07100301562,54419.29564326135,9,1901.0924118727457,159096.85203618745,Professional,2
124025.58756245101,7032.199437761262,3,37310.36287409193,1488307.050749412,Professional,0
49459.66846827599,21647.912144971207,10,32951.776710184036,593516.0216193119,Post-Graduate,4
26543.075867031876,22330.609744105353,3,40106.52790637937,318516.9104043825,Illiterate,0
107543.20315098109,55391.955769904635,7,5268.376697640298,1290518.437811773,Illiterate,4
98051.99854918376,6478.290331577312,4,1778.5433517774175,1176623.982590205,Illiterate,0
132846.08189378743,12808.143648843037,8,25428.964472378924,1594152.9827254491,Post-Graduate,4
112909.946132544,64993.7064029892,7,19379.761574138476,1354919.353590528,Illiterate,3
122487.3302538788,18390.84965407502,5,23097.34683354779,1469847.9630465456,Graduate,4
49484.84015998291,53955.958088890606,7,49579.4204435137,593818.0819197949,Professional,2
34841.53612916119,22863.708578504487,3,48537.497883533506,418098.4335499343,Graduate,1
115086.06522972017,12458.104456950887,2,47115.76948365964,1381032.782756642,Illiterate,0
122956.86349741695,23237.914324959056,6,39192.13383838369,1475482.3619690035,Graduate,4
148670.71988009426,59170.01988917444,2,17742.06801284452,1784048.638561131,Illiterate,1
67766.4747675997,69177.23510797143,3,20606.54651313858,813197.6972111964,Post-Graduate,3
62082.53201098964,67266.48984252437,6,27480.802185946224,744990.3841318757,Graduate,2
118697.81450387956,34788.76472138411,5,41526.722820241994,1424373.7740465547,Post-Graduate,4
57712.4956354225,55106.38524279846,8,3435.641625913388,692549.94762507,Post-Graduate,0
140306.02558449906,20373.822156186572,9,21214.844294244405,1683672.3070139887,Under-Graduate,1
130177.78525802166,26986.079769575994,3,4130.883172963434,1562133.4230962598,Illiterate,0
70059.16383250257,72225.18638908399,10,25732.87932867558,840709.9659900309,Professional,4
115121.94949080964,5975.144263305203,3,44945.04120031177,1381463.3938897157,Illiterate,1
115636.00237185553,11413.139814085105,3,39124.2462281969,1387632.0284622663,Professional,2
24437.341637030564,20591.46913595205,6,11392.120877155498,293248.09964436677,Illiterate,1
136357.40693513933,6989.915290536479,1,48799.54247993962,1636288.883221672,Post-Graduate,1
80735.3321427,18607.6576317348,7,33367.519902321415,968823.9857124,Graduate,1
125704.04525508382,48728.11707272691,1,521.3849698701533,1508448.5430610059,Graduate,0
54806.94414428565,36606.84129443734,5,12770.674234260976,657683.3297314278,Under-Graduate,4
135373.25198946806,71950.37833077312,10,13035.664995995827,1624479.0238736167,Professional,4
64488.235022782836,66308.26713038306,8,3462.715314292997,773858.820273394,Professional,1
11517.27120724177,30636.301377340696,4,47991.32590379645,138207.25448690125,Professional,0
136753.4766986969,24456.757507346938,5,23912.764728796188,1641041.7203843629,Post-Graduate,4
22780.1347500587,33476.93061254502,4,44790.7298685941,273361.6170007044,Professional,0
54703.90926265808,49272.12068861058,4,16110.775172231417,656446.9111518969,Graduate,0
143008.6753871127,25104.773061715718,8,6261.678521641356,1716104.1046453523,Post-Graduate,4
143085.00057125784,51811.16808868505,2,23716.805495310695,1717020.006855094,Illiterate,1
90281.30433726005,35705.87391434303,1,5697.8317357158585,1083375.6520471205,Professional,0
98457.20970377189,46403.53856389852,3,24300.775148876997,1181486.5164452628,Professional,2
72782.37307696477,37709.48968514875,9,46014.85906097039,873388.4769235773,Illiterate,1
51049.508037729036,27084.931965643824,4,26038.407091710636,612594.0964527484,Professional,2
56013.036351788236,76133.99802216174,10,30824.986344754176,672156.4362214588,Illiterate,1
104152.58385078538,62270.43456198206,5,7831.921848690416,1249831.0062094245,Post-Graduate,2
115332.4341212752,15508.488182483941,2,2186.781293998474,1383989.2094553025,Graduate,1
120821.06612161879,70135.09819234346,4,5540.398108990352,1449852.7934594254,Illiterate,1
120546.53999123754,41557.33986871352,2,29926.578784218284,1446558.4798948504,Under-Graduate,1
22768.85442681665,72091.41701705685,2,4750.584949615233,273226.2531217998,Illiterate,0
79218.8426583614,64989.14419604864,4,18799.644497065572,950626.1119003368,Professional,4
18058.226402330198,36891.01283519251,6,27504.5970229078,216698.71682796237,Post-Graduate,1
86934.04352532298,6685.198124008804,7,19432.63993149235,1043208.5223038758,Post-Graduate,4
71814.27019227279,25150.801953870956,10,8184.190073265074,861771.2423072734,Illiterate,2
134278.58558616196,45622.56609956502,3,13689.565375705326,1611343.0270339437,Graduate,3
59128.10175729101,52510.866486961044,3,46415.87664242885,709537.2210874922,Under-Graduate,0
26389.38229986482,24341.57640749017,10,33799.11377931777,316672.58759837784,Post-Graduate,2
30018.83548739702,15451.70555546181,6,24802.391933994328,360226.0258487642,Professional,0
116611.48844044612,67619.76775994743,3,635.7444993446759,1399337.8612853535,Professional,3
96550.52886427655,78830.1635527664,2,49620.77002447351,1158606.3463713187,Graduate,1
24157.174657190633,44426.76367270144,8,33572.74674473216,289886.0958862876,Post-Graduate,0
21774.95285609964,17875.946438622763,5,15846.123867247246,261299.4342731957,Illiterate,0
108135.6784042768,25423.04948895267,1,43963.43299989191,1297628.1408513216,Professional,0
20186.820890987095,6379.300741060005,3,12921.581014590905,242241.85069184515,Graduate,0
125060.40830064987,73572.41049203742,10,27200.82895913758,1500724.8996077986,Post-Graduate,4
108873.91180190947,13831.331216760585,8,31803.538186491252,1306486.9416229138,Post-Graduate,4
21388.829289865967,48238.735663569016,4,11053.168572686423,256665.9514783916,Post-Graduate,0
21877.279971926866,25554.14155154045,7,48919.8639400298,262527.3596631224,Post-Graduate,1
148129.54099016456,46563.350188684504,10,37409.59529894988,1777554.4918819747,Post-Graduate,4
62397.911405856845,53856.52912638982,2,27890.661275553495,748774.9368702822,Professional,1
61889.900589364726,67230.63527804012,7,9029.729908765044,742678.8070723767,Graduate,1
123791.93941605036,20481.59538204524,5,2692.9103499013063,1485503.2729926044,Post-Graduate,4
142614.8008337402,5824.687149386036,5,16002.991626049174,1711377.6100048826,Under-Graduate,1
148040.14893520193,15266.422255160545,6,37659.36679567014,1776481.7872224231,Under-Graduate,2
115472.94593625182,72501.39813860788,9,13466.564915101253,1385675.3512350218,Graduate,4
62676.34197432821,70541.75581718865,6,26977.811024775256,752116.1036919384,Illiterate,1
21690.100337813627,49805.98266277312,8,36397.35883653716,260281.20405376353,Illiterate,0
118800.56822984116,50038.764532524,7,5397.185732323218,1425606.8187580938,Illiterate,3
88176.5949630127,54877.75059096916,9,34264.900805793666,1058119.1395561523,Under-Graduate,3
69391.08129457668,18152.84589675872,4,4593.544385502235,832692.9755349201,Illiterate,0
136889.61391326302,73580.89594437198,2,48256.48710634983,1642675.3669591562,Professional,1
25567.64752286119,36407.78936690548,7,24419.70650324698,306811.77027433424,Post-Graduate,1
78967.51460072029,33735.38961871231,6,7533.805385493869,947610.1752086434,Under-Graduate,3
11589.510267438669,43918.82789621282,1,17119.181801677325,139074.123209264,Graduate,0
75612.48987917768,8522.447508129128,9,20670.822464763074,907349.8785501322,Graduate,3
17882.45859545723,17471.252656705954,9,37909.25055382687,214589.50314548676,Post-Graduate,0
26634.50827753007,60352.521231977786,2,37171.18930383046,319614.0993303608,Under-Graduate,0
26453.674548794683,11209.900094384484,3,30597.025266866553,317444.09458553616,Illiterate,0
100889.4422962489,50236.40820997911,5,5296.535627924648,1210673.3075549868,Illiterate,0
114446.28309715926,23401.18322609907,5,7578.468579383679,1373355.3971659113,Professional,3
91671.62711360234,34197.17105314824,1,4687.846032277832,1100059.525363228,Professional,0
144704.15678643587,26652.03025780249,8,28858.639164377502,1736449.8814372304,Illiterate,4
62481.881133318566,31675.453734871186,8,43856.9220755702,749782.5735998228,Graduate,3
49999.6920794605,58928.44288881841,4,21690.02561273859,599996.304953526,Graduate,1
131603.87794652444,27284.128671738126,7,8042.40869788731,1579246.5353582934,Professional,1
41303.417392723364,47480.34802226729,10,27902.11625744835,495641.00871268037,Post-Graduate,3
144851.15552168558,40703.780164932476,3,40587.610843285496,1738213.8662602268,Illiterate,1
11701.626456574288,54775.33740219861,6,37085.6030756465,140419.51747889144,Professional,2
145783.03573906946,75262.23044935685,10,44072.53898375107,1749396.4288688335,Professional,4
16042.387673080655,59942.90729076877,10,13895.104862443392,192508.65207696788,Illiterate,0
134760.03591772995,21120.528394306755,9,9697.693363388744,1617120.4310127595,Illiterate,4
83878.15527208197,7338.735129596351,1,43990.82429709694,1006537.8632649838,Graduate,0
149015.07145670205,24669.80332248688,5,32878.01563890115,1788180.8574804245,Post-Graduate,4
20331.519062955842,49630.84480251911,4,15546.446500377708,243978.2287554701,Post-Graduate,0
87539.59981618491,8856.936011318776,8,37117.40252862546,1050475.197794219,Illiterate,1
145702.35498667386,42227.46854009273,1,40755.91922401839,1748428.2598400863,Under-Graduate,0
83233.69818382083,49763.21366876669,9,30748.912017056617,998804.37820585,Professional,4
98115.80933893676,30068.29181127206,6,34394.20549399575,1177389.712067241,Professional,4
107404.8164578464,62818.41528093664,4,18762.995222133315,1288857.7974941568,Illiterate,3
73635.74906748824,12994.868985032885,9,26934.783367151955,883628.9888098589,Under-Graduate,0
97858.13121176888,10635.333630185658,5,26207.958536308113,1174297.5745412265,Graduate,2
91804.00366923404,59614.15671527025,5,42402.3895565386,1101648.0440308084,Illiterate,3
136162.12146873848,42161.84871546488,5,41998.19901410913,1633945.4576248617,Illiterate,2
16362.493247804101,56630.1797320802,1,41634.02346735216,196349.9189736492,Professional,0
49334.846542912244,37612.05039528097,1,551.5807131232897,592018.1585149469,Illiterate,0
143057.60777071823,23480.15249293301,8,37477.274223444416,1716691.2932486187,Illiterate,3
134636.9297447283,66432.67382556497,8,37933.819505550244,1615643.1569367396,Illiterate,3
73791.9453899998,64956.19092267344,6,33918.94114275709,885503.3446799977,Professional,3
96818.56369221515,57102.235314082005,4,37813.232894572626,1161822.7643065818,Graduate,0
48833.36561735858,25410.885292247203,2,42098.518574835434,586000.3874083029,Graduate,0
36336.96236132659,49267.30001518153,2,23515.952705089283,436043.54833591904,Illiterate,1
74917.77669159751,32073.04227050201,9,25102.510674422356,899013.3202991701,Professional,4
59469.311923647394,11868.655499497561,5,6235.7028455695245,713631.7430837688,Graduate,2
91711.85565912208,73798.51815966821,4,19268.79415236809,1100542.267909465,Graduate,2
20882.84917509788,15261.397318922105,10,32168.258995589214,250594.19010117455,Graduate,1
146415.27307326332,76267.80153656019,1,39019.98880736373,1756983.2768791597,Professional,0
148069.5042271444,38450.43297184668,7,10860.454884560528,1776834.050725733,Professional,4
